review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
RII64BLIO97LG,3,190,204,Y,N
R5AWTHH2J5U3S,4,97,100,Y,N
R3HYSOZI505P81,5,27,30,Y,N
R2YIY5D2NQU3MI,5,62,69,Y,N
R1Y4YSUOO0JHBC,5,20,23,Y,N
R2KWFPMUWSUYPY,5,41,44,Y,N
R1XFMB97RTZEXB,5,33,38,Y,N
R1I73J90F6PIBB,5,26,29,Y,N
R2S2502NPML9HM,4,27,30,Y,N
RAAP3MN3TX01M,3,81,93,Y,N
R2FISHLFCA89CS,5,35,39,Y,N
R2I1TJVN9F6V4I,5,64,69,Y,N
R1HOH60U4Y7W1E,5,33,33,Y,N
R15WIXQ77I88QW,3,24,31,Y,N
R3812KXMF4PD8Q,4,92,100,Y,N
RJJJPXPG39GHF,4,24,27,Y,N
R3VBRXUL25JA6W,5,189,205,Y,N
R9HVHF6O8PVHH,5,16,29,Y,N
R2T54CP04S45WT,3,443,465,Y,N
R3GQKK3HI0LWOL,5,40,48,Y,N
R1TOJKFAG9VIYT,4,38,41,Y,N
R1XGUO6KX7Y6ZN,5,97,117,Y,N
RDI3PS5K5299C,4,13,24,Y,Y
R13ULW6V0VNPGW,4,17,26,Y,N
R1EOEO0CJ703G9,5,31,32,Y,N
R3S72BNBU6MZ1J,4,20,30,Y,N
R3U5U3CIUZ647U,5,20,26,Y,N
R2HYPTI9MU743B,5,27,30,Y,N
R1XNT0X21UC8FW,5,40,47,Y,N
R3CI4HBOW0PUL7,4,19,24,Y,N
RDXHI8FHTF5DH,5,22,25,Y,N
R32JFB2FNXAXOT,2,18,25,Y,N
RJIV5WC7E0FQ,5,59,71,Y,N
RO1380SWIVQPB,3,24,26,Y,N
R1M4UFOF7GKOZA,5,46,48,Y,N
R2LA8N3KME008K,5,113,126,Y,N
RHNK4WBR3JXXX,5,19,22,Y,N
R2BWVVZO52IFVD,4,391,402,Y,N
R2PS8YHXOTSHA9,5,57,64,Y,N
RVH02WV33LX1P,4,31,34,Y,N
R28XP87T8QQ8PA,4,95,99,Y,N
RIM37TJ30EWF0,5,90,98,Y,N
RC6F5LGPU3R6W,5,22,26,Y,N
R1MRQGT6ELRDL7,4,29,29,Y,N
R4XUVI1EL1MQN,5,20,21,Y,N
R1SNH15HS1F2GF,4,27,31,Y,N
RLM33CIIS6NKE,3,21,23,Y,N
R14FPKHM8VPGIH,4,22,23,Y,N
RUKS305DNR4NA,3,75,81,Y,N
R33RF2KMMC8JVA,4,28,30,Y,N
R2W3AODTLTVXNR,5,25,26,Y,N
R3LGCH0CJCZAUP,4,24,31,Y,N
R2PYHN3OAZWURJ,4,20,22,Y,N
R3GX7GNR38GHFP,5,21,25,Y,N
R1DNVYPBFSCNSP,5,24,27,Y,N
RYWLT2UD6C4U4,5,28,28,Y,N
R2TFCTBMFKLKQY,5,222,227,Y,N
R22N3DOQV6CC8D,4,46,48,Y,N
R2UVZ0UBQW8RSE,3,30,30,Y,N
R31J5HFHTM88W4,4,19,23,Y,N
R12JQR32Q7MWPL,3,17,21,Y,N
RRY011BHLTIYC,5,38,42,Y,N
R3APIQWBPDZEFP,3,57,70,Y,N
R30TONPUGI4CAY,4,24,29,Y,N
R32XJSTUPXUH5V,5,38,40,Y,N
R1U55G5NBCKWO1,5,21,25,Y,N
R1ZYJDWQRYB824,4,22,24,Y,N
R1OLNUTNCQURSO,5,28,32,Y,N
R3JQK9J454LM1A,4,40,50,Y,N
R1MS8S7VZJU7M,5,21,22,Y,N
R261CRVL9I7FZK,4,22,24,Y,N
R1RH6GMB4YH41L,4,33,36,Y,N
R2ZSYQ96OERYP3,3,48,52,Y,N
R246O6DFIT0DBB,4,28,35,Y,N
R3KTQAFX4DDSUM,2,38,43,Y,N
R3B2FN7GBYBMS5,4,28,32,Y,N
R3J0MRKSKJ4MB,5,26,29,Y,N
R2X3R0P95IXGND,5,42,44,Y,N
R32DVFF4966CJG,4,38,50,Y,N
R1WGV1MRTAGNQ9,5,185,201,Y,N
RUCJTQ5L7C6M1,5,155,162,Y,N
R7QFT1Y7Y696U,4,17,20,Y,N
R3CQ056GQVILKY,5,44,51,Y,N
RRDHSAZ85UMKN,4,238,258,Y,N
R2KGU675SNOE8Y,4,34,34,Y,N
R1H8K3SFAJMS9N,4,19,20,Y,N
R3QOJGTEKS1LX3,3,43,49,Y,N
R1SN9D6NLZ2AEL,3,64,71,Y,N
R1N9B0NVEPG7VX,5,21,23,Y,N
R32MJF0J15KD0Q,3,22,26,Y,N
RDN5QU5EN2T31,3,34,35,Y,N
R3L30OOH0LQROU,3,31,37,Y,N
R1CDXG0BCMO602,5,29,36,Y,N
R1VVEBI4YV02Z9,4,66,68,Y,N
R3NET7KQ22VL9Q,5,80,84,Y,N
R1CHRE12ERYBO9,3,36,38,Y,N
R3TB4QXIYRI7CT,5,21,21,Y,N
R21QS425KZAX2I,4,119,125,Y,N
R36RHOL80L6W1T,5,93,102,Y,N
R37QUR1C8K17I6,5,67,69,Y,N
R1N7MA99WZY9MF,5,20,23,Y,N
R394QCBGCLDUAE,5,52,53,Y,N
R1GKOKNSUOWI7Q,4,24,26,Y,N
RGVDJ118OMTU3,5,20,23,Y,N
R1AEB1K2FN34GO,5,40,41,Y,N
RBUC5AMZ1PAK9,5,25,25,Y,N
R3GH1XWKTGZEAN,5,26,28,Y,N
RDVAN2M8ZFKKM,3,118,129,Y,N
R1D9O4LH6QUBVW,5,38,47,Y,N
R2PRIJFA3QOIPQ,4,19,22,Y,N
R1E7QABBY6Y64B,5,60,64,Y,N
R8BIWEYVCQ8O3,3,48,52,Y,N
R15P6P5IMMLWYH,5,36,40,Y,N
R3RH6WNXVUNPQQ,5,44,48,Y,N
R1BLT7UUF71ESX,5,29,31,Y,N
R3CKCNVALQOR79,5,84,95,Y,N
R2XQB6DEVOAQA1,5,60,63,Y,N
R2HDMCNRG7HMTB,5,115,127,Y,N
R1T3EP5HZ777MC,5,84,104,Y,N
RE1LQQKJRSR7H,4,16,21,Y,N
R37KNZUBCZKC39,5,21,23,Y,N
R2PIZS0WJH9JQZ,5,66,67,Y,N
R261H4UQ3SMH9M,5,36,37,Y,Y
R28FLPT4FV2DY,4,84,90,Y,N
RHE9FESX9RVPP,3,72,86,Y,N
R32XGH9FCSQIL8,3,158,163,Y,N
R2PJE15YTYTC5Z,3,34,41,Y,N
RZ40R7R9FRRDI,2,18,22,Y,N
R2J9H3C2HLQ9D,4,368,397,Y,N
R11G229V98R9DB,4,158,178,Y,N
R2GY9X7M2DBU0W,5,116,134,Y,N
R365273SIZCS6I,5,98,104,Y,N
R3G0PUBMV8FHPS,4,18,20,Y,N
R2D86FQNCR22L0,5,22,26,Y,N
R35WX33MWN4IMF,4,20,21,Y,N
R1EZLULHGXJPHE,5,21,23,Y,N
R1LC64K5ZH7SC0,5,19,23,Y,N
R3UYODFPN4A0S9,4,26,29,Y,N
R2HKFRF4ZW196R,3,17,22,Y,N
R24PBDPGJ7NAMV,2,628,686,Y,N
R3IOCTP9LRK8FY,4,49,52,Y,N
R1OG8YCJGZSPID,5,330,363,Y,N
R1BDXAOHKFSX4X,5,30,40,Y,N
R3OCIDYWMB6WXR,5,94,101,Y,N
RIPTYE2AZ56J9,5,19,21,Y,Y
R2UZQWX5TP0K48,4,103,111,Y,N
R3P5QE1EDE77EM,3,23,26,Y,N
RD0IBJZKG1951,3,47,60,Y,N
R2YRCWBIMBSFJH,4,19,20,Y,N
RTMLBOS220DCL,5,200,235,Y,N
R3LDF5AMQM38TV,4,21,23,Y,N
R510B14BRNF75,5,24,24,Y,N
R1HL1PGSD2L7LM,5,25,25,Y,N
R3RCB57E4HDI2F,4,25,27,Y,N
R3RPS8Q0OF9VC6,5,22,23,Y,N
R3DJ4NHDG0QG7E,3,29,33,Y,N
R1IBHM3XVC1TTS,4,25,30,Y,N
R1R9J8TYCYT5VZ,5,25,25,Y,N
R1SWJKJXU6RD0B,4,19,22,Y,N
R2VQYNUP8UL2NR,4,81,91,Y,N
R3CMXE7T35FIZF,5,34,38,Y,N
RZQ143RNU5UUT,3,37,38,Y,N
R39KYGODFIKVG0,5,28,30,Y,N
R3VEFV3U77H7WB,5,44,46,Y,N
R3GPL6F1J4E3P9,3,32,33,Y,N
R1DQA1EW6WQONI,2,26,28,Y,N
RBQH2WX88KLXW,4,85,94,Y,N
R2BXM4RPCYEJ2Q,4,23,27,Y,N
R198Y03MMFAG9J,4,47,52,Y,N
R19FJN5PU0NTLG,3,110,137,Y,N
R3OBTXM7QY8KRS,4,52,59,Y,N
RDHCPAM8C289N,5,45,49,Y,N
RC3UUS2DP3F9J,1,20,26,Y,N
R2KOHX7YLNMUHQ,3,186,204,Y,N
R2MZE7Y30WEA82,3,65,71,Y,N
R1LKOF9UQYU5N,5,34,41,Y,N
R38XG3P7BR5O2K,5,53,56,Y,N
R45JH9RXOBK2J,5,58,69,Y,N
R2W99S3UCDODU0,5,26,31,Y,N
R2QA4IB6PNXLRN,5,59,70,Y,N
RFOB8O3S5AZ6O,4,37,45,Y,N
R1Z9K5YX68E5R9,5,879,915,Y,N
R279XRQX6ADODF,4,22,25,Y,N
R2991QOBY5MI0A,4,21,25,Y,N
R2P5F7C9DS8DTS,4,23,28,Y,N
R2RBXC79KVGZID,5,53,58,Y,N
R370261IDA4R8V,4,201,212,Y,N
R17SPFB0WWSI1K,5,42,47,Y,N
R3FS2QGEJEM2D0,5,119,125,Y,N
R1GCTP0UJIZWY7,3,19,20,Y,N
RZ0E78G9ZCQRC,5,264,280,Y,N
RS8FY8PBWEKZL,5,160,174,Y,N
R1BX2G68CGMAEL,5,132,153,Y,N
R38D5IXEX0SFB1,3,166,172,Y,N
R3AINKJUNBVOE0,5,226,243,Y,N
R2ZT7L8KZCOUJJ,4,51,54,Y,N
RSMEYM73D9EX1,5,144,156,Y,N
R1BR3Z7TKBTOKQ,4,21,24,Y,N
R1UJUGFGEEZA82,3,78,83,Y,N
RMXC8FZHZ29AB,4,24,24,Y,N
RXMMUUQSIX5HU,5,41,43,Y,N
R31XVWVFECMXOB,5,28,29,Y,N
R10T88P22A0QOC,3,48,50,Y,N
R1OUIZU2HQAYDR,4,19,24,Y,N
R19LXU1OYYG5NV,5,17,22,Y,N
RR5IGRGQD4IFY,4,16,21,Y,N
R1ED97FX2SSACJ,4,29,29,Y,N
R2Z9U7ULU7TNBQ,5,51,51,Y,N
R2L7N5ERBO2EFU,4,138,143,Y,N
R35B5FFEED2JET,5,17,21,Y,N
R2KNMBOS5I0VAS,4,22,28,Y,N
R2H7JIVGRT6EH,5,24,29,Y,N
R2X96AETPT4WQR,5,32,33,Y,N
RAWWG8RDISTJZ,3,346,358,Y,N
R3W13KGR1ML46O,1,25,34,Y,N
ROUEJ8428V8IQ,5,20,24,Y,N
R3O6PZN1V9ZYDF,3,68,81,Y,N
R74JTJXJDAIT5,4,23,24,Y,N
R1VII2CQOEFRB,3,40,43,Y,N
RDI8WA10QFT2M,4,28,28,Y,N
R1LJ5JDB0VWLPB,3,23,23,Y,N
RUYZAJXQWP73L,4,22,24,Y,N
R1XRAJCIXON12X,4,46,48,Y,N
R1BCHIBM2S27CI,4,21,27,Y,N
RO9Q2IUTLDQEN,4,37,40,Y,N
R2581DHSNZ6MDY,4,25,31,Y,N
R3LBF1UCC0Z8HB,5,21,25,Y,N
R3OFH36TMK9U45,4,19,20,Y,N
R3USG0HWO9X7S7,4,55,65,Y,N
R2V59OIXSLBOZY,5,32,32,Y,N
R1SHIRO02EY8VD,5,465,472,Y,N
R523MKBNOJP1,5,19,20,Y,N
R3AF8IPKP1ZWOT,5,156,169,Y,N
R10F9EPZC9OAHI,3,27,27,Y,N
R24QKJG8BOZNP6,5,20,22,Y,N
R216WR7QSGN3MP,5,42,44,Y,N
R3RGC6K1ZVP8OE,5,18,20,Y,N
R233LWUK0QWLOR,5,26,32,Y,N
R2B39CFZQGN1J5,5,73,84,Y,N
R3R2KAEGQEHXP3,5,23,24,Y,N
R27ZHNZH1QP1T2,5,299,310,Y,N
R8LZXUGX56QOX,4,78,79,Y,N
R9YRTQHZX57SP,5,18,20,Y,N
R2VFHHLCITRK17,3,74,77,Y,N
R2SUJWEP1I1SVJ,5,216,227,Y,N
R19XH1LQZN5HYD,5,29,32,Y,N
R2HC71BUTPAN81,5,26,30,Y,N
RK0UP783CD0YR,4,53,62,Y,N
R37ZC56H5B5WG7,5,36,43,Y,N
R3PCVN2KG2IEXX,5,36,41,Y,N
R2KVIF6FEZ0UKY,5,15,20,Y,N
R22J35BJSK8Q9K,4,16,22,Y,N
R2QXQCNQ9VG7V9,4,45,48,Y,N
R1NPISF2UA5PDG,4,73,81,Y,N
RHAWR3FFJDWC8,5,55,68,Y,N
R3HR8KNAG3LPV0,5,24,28,Y,N
R3HF5SXIOW0DW8,1,33,34,Y,N
RSBQFV3WZLK4U,5,32,35,Y,N
R9MPOLFXVS7WI,2,40,48,Y,N
RXYYE70DP4TO2,3,29,30,Y,N
R2FH8PY4FORNRS,5,19,21,Y,N
R3R2TE29JO7Q6R,3,17,21,Y,N
RYV3EAYT0MGMS,4,21,25,Y,N
R10AWN8XWIBKY6,5,32,41,Y,N
RFUJSDVQEJGJ5,3,20,22,Y,N
R1H98ASEUWM43J,4,24,24,Y,N
R2639O7VDOH94H,4,396,412,Y,N
R15ILJ1UTVKFTQ,1,16,20,Y,N
RA2R6MU1XPK58,4,34,35,Y,N
R3LR4XKCD3JGAM,3,22,26,Y,N
RO9OZCC7A247G,3,52,68,Y,N
R2QQ7MP6M6A3E2,5,39,45,Y,N
R1XIE2G966H0V4,5,22,25,Y,N
RFEJHTOV90INF,5,22,22,Y,N
R1VK3VDHD490J9,4,30,32,Y,N
RCKJZHMT9GFNG,1,18,21,Y,N
R10MHZPJET5F8H,5,82,87,Y,N
R29T6V2S8H3ECX,4,43,47,Y,N
R1K2EPSKCD4FQ3,3,29,33,Y,N
R2133S5NKNUKJI,5,108,124,Y,N
R3H2U6O4IXOKNE,4,24,31,Y,N
R6MWZWRQNKQ9C,4,274,286,Y,N
R33NHC14HTG64H,4,31,33,Y,N
RQSYM2KESVC6V,5,106,111,Y,N
R1LBHZ1UORX2M6,4,42,47,Y,N
R2P0F879ELOFL9,4,35,40,Y,N
R2GGESB5N01XAZ,5,176,190,Y,N
RTZGEQMGWKW0P,4,45,49,Y,N
RWV7128Z0D2OP,4,47,50,Y,N
RK3CB4437APLS,4,23,26,Y,N
R2EZPUASSRMMC4,5,149,154,Y,N
RMOUPWYW1JQA3,1,26,26,Y,N
R1HJCP7S411MX,4,21,24,Y,N
R1T12MO7MU8W47,4,40,46,Y,N
R33670LL5YNB7K,4,37,39,Y,N
R2FDWVII2NLOK4,4,32,34,Y,N
R28GYL0L14RC49,3,29,31,Y,N
R2S4X6M3WZ336U,4,39,39,Y,N
R3LAWLLL0AE2UK,4,81,86,Y,N
R1X2B01ZPH0YT6,5,22,26,Y,N
RH178IREJQIOA,4,21,23,Y,N
R1IATLWQHVCAA1,3,107,114,Y,N
R1JE3WIDGGLY8R,4,268,271,Y,N
R3SSA2PX3KDPHY,3,15,27,Y,N
R1KRKBLC5K67SM,4,94,98,Y,N
RGRSVZLLL94IN,5,30,33,Y,N
R13DVOKPK9P9US,5,119,130,Y,N
R1E90QVIZD7P4N,4,51,54,Y,N
R2VKB677DEMEYW,5,70,78,Y,N
R3PCTVUC9I1M1B,5,253,268,Y,N
RVW10YRIH63UM,3,19,21,Y,N
R3VIB94J92DUVX,5,51,57,Y,N
R3VJ31ZXGGEIA7,3,26,40,Y,N
R3G3DHILRCTHU7,4,28,28,Y,N
R29XHJ9MWZM9TK,5,305,322,Y,N
R3KEI56N0J7WVA,5,63,64,Y,N
R27NCPPLBK9MJM,5,31,33,Y,N
