review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R7DD2A66F737J,5,22,25,N,N
RP6HA0IGD7M9V,1,32,34,N,Y
R1SALY6NRWKJ5D,1,18,22,N,N
R1DT32TR94O0F5,1,18,20,N,Y
R1UAY5GL1AEVL5,5,25,29,N,Y
RZUYIQQYT3RP,1,339,374,N,Y
R1GD1GIOWJL1UT,3,28,30,N,Y
R1GJJ8T6177GTX,1,22,26,N,Y
R2L56WM0BW8YF3,5,54,58,N,Y
R1JZ1OQP6HUMJ7,5,34,37,N,Y
R397K1ENT1WWZB,4,56,57,N,Y
R1L42OZHOSRFP9,5,21,23,N,Y
R2BB5KQVK5U0IE,5,39,39,N,Y
R1M0DWK7OTIYB5,5,25,27,N,N
R1OZMHMVY6RJBB,5,24,27,N,Y
R11W7ZLSTBHVBC,5,19,20,N,Y
RDI5GSZHOTNES,5,93,94,N,Y
R24PZH4ZNMF81O,4,16,20,N,Y
R3GUH0SL3CK6C8,1,21,29,N,Y
R2VGJSKZ93UZGD,4,23,26,N,Y
R3N8DH425O1XRT,1,33,33,N,N
R2HTN7DGD1S1PI,3,38,38,N,Y
RYDV5X8KZ9J0O,4,20,20,N,Y
R2KS1OQQ0U1OP9,5,21,21,N,Y
RKR9OE9GASF4G,5,37,37,N,Y
R20NR4SH7T1FF0,1,30,36,N,Y
RN66FKGBRHFCJ,3,18,21,N,Y
R21418L04R9CVF,5,19,23,N,Y
R2RNMNXZEIVEW6,5,35,36,N,Y
R2BZGTLTU26H56,5,75,79,N,Y
R2H38XEGIZA975,3,35,42,N,Y
R1RD83FR3O7SK3,1,14,26,N,Y
R2XNOA5U09MG6D,5,196,198,N,Y
R3V8MRQ4IP9B0N,1,1,22,N,N
RP44J0IDUYPAO,1,4,44,N,Y
R2S4MSDMPWFH79,1,22,22,N,Y
R2HMSCO0LDGFNC,5,100,101,N,Y
R25P0RI4LVVL11,1,39,39,N,Y
R3SM6WPR0HDEHB,5,22,22,N,N
R23ODN1K4C1I5Y,2,78,102,N,Y
R1ENSQSMHXUS0N,5,34,35,N,Y
R6JLXKUVC9BPS,5,52,54,N,Y
R1G5HP7JCS3GZZ,1,27,36,N,Y
R33UINHXBDP48P,1,13,35,N,Y
R3EDTZF47O9LL3,5,42,44,N,Y
R2NIZLU9Q1FFVT,2,62,66,N,Y
R834NSDIAV3VU,4,21,21,N,Y
R1226L1U85BD3I,2,19,22,N,Y
RF2L1RFSM2B5O,4,54,59,N,Y
R1Q8FWE2GMOI44,5,40,44,N,N
RHN6LHH3O3E8W,5,21,23,N,Y
R3R71B4BVMK2JK,1,25,25,N,Y
R6V2RIKHEYI8H,4,20,22,N,Y
R39POFMLDVVHSR,5,51,53,N,Y
R2B73EUM5E20BZ,5,28,30,N,Y
R13F23Y09S8RE7,3,44,45,N,Y
R34NXO7Y7CKFC4,5,55,59,N,Y
R6CBA8QPVYGC3,5,73,77,N,Y
R24P3KWEEEKOJC,2,33,36,N,Y
R2FJ03GHOA36JO,5,41,43,N,Y
R1F9PZP3KY29QT,4,23,24,N,Y
RG7RM6AGHPVCL,5,232,245,N,N
R1MGCAETYYEBOR,1,20,24,N,Y
RV7KEIJ2NVVG7,1,22,25,N,Y
R2D944JPTVT967,5,22,22,N,Y
R22J1JZEFSEM6L,5,40,47,N,Y
R2YK606NLJFQI5,2,19,21,N,Y
R1VE9QI54007EC,2,86,105,N,Y
R1G2UNFV78CPU2,4,370,380,N,Y
R2PWN5Q9QRRSK4,1,15,21,N,Y
R2G3LJ83JGEMO4,1,28,31,N,Y
R1HK1TMGKGRHWM,5,32,33,N,Y
R2GP95NFLO2IJG,5,25,25,N,Y
R1Z91X3H66QQI2,5,25,27,N,Y
R3S7W0ZI6Z0KN9,5,15,20,N,Y
R3KMYYY381KL8D,4,15,23,N,Y
REZJZ0LV7KGDD,2,23,25,N,Y
R17A9NHNQVGHKO,5,65,69,N,Y
R1QRX65VZ41GPH,4,24,25,N,Y
RXSH63CA6HST,5,40,46,N,Y
R3A4CTXDB7PZ5G,3,22,26,N,N
R7EV4GRKKYA6O,5,73,75,N,Y
R2IQ8TI1ACLLW6,4,21,24,N,Y
R2YNAAQYMF1GLX,4,28,28,N,Y
R20ITGNXRPOFJO,1,43,49,N,Y
RTR9JTGU1SLKW,1,17,20,N,Y
R1KZU3HM4UARXK,5,19,20,N,Y
RAQ6IFQCPDKLA,4,20,20,N,Y
R22WNCQSENIJAQ,2,13,20,N,Y
R32TEISFJGBOF9,5,96,110,N,Y
R3UWB9BPCONXD9,5,25,26,N,Y
R2V3R3KWRA3NRW,5,25,25,N,Y
R22DROH3DA94FI,1,5,24,N,N
R3I04UAQJ71X23,5,24,25,N,Y
R1GJGEFCLUK4HU,5,34,35,N,N
R2400D1D69RMKT,2,20,20,N,Y
R206K9USCF9OAR,1,30,32,N,Y
RTRJRWJ1QBLHO,5,18,20,N,Y
R198P0PCJM2EI0,5,30,31,N,Y
R2JHND1SD0RAMT,5,21,22,N,Y
R3TCSZ72FO13TI,1,55,58,N,Y
R2RUUF2JPJPC0E,4,20,22,Y,N
RJF4OS89IKCKH,5,52,53,N,Y
